
6월 28, 2023 08:58:17.130 NEW SESSION
6월 28, 2023 08:58:17.131 INFO: Created TensorFlow Lite XNNPACK delegate for CPU.

6월 29, 2023 09:16:30.429 NEW SESSION
6월 29, 2023 09:16:30.429 INFO: Created TensorFlow Lite XNNPACK delegate for CPU.
6월 29, 2023 09:39:22.404 INFO: Created TensorFlow Lite XNNPACK delegate for CPU.
6월 29, 2023 10:11:11.782 [10896:11896:0629/101111.782:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:11.782 [10896:11896:0629/101111.782:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:11.783 [10896:11896:0629/101111.782:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:11.783 [10896:11896:0629/101111.782:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:11.783 [10896:11896:0629/101111.782:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:11.783 [10896:11896:0629/101111.782:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:20.586 [10896:11896:0629/101120.586:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:20.586 [10896:11896:0629/101120.586:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:20.586 [10896:11896:0629/101120.586:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:20.586 [10896:11896:0629/101120.586:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:20.586 [10896:11896:0629/101120.586:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:20.586 [10896:11896:0629/101120.586:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:20.586 [10896:11896:0629/101120.586:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:20.586 [10896:11896:0629/101120.586:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:20.586 [10896:11896:0629/101120.586:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:24.625 [10896:11896:0629/101124.625:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:24.625 [10896:11896:0629/101124.625:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:24.625 [10896:11896:0629/101124.625:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:24.625 [10896:11896:0629/101124.625:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:24.625 [10896:11896:0629/101124.625:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:24.625 [10896:11896:0629/101124.625:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:24.625 [10896:11896:0629/101124.625:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:24.626 [10896:11896:0629/101124.625:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
6월 29, 2023 10:11:24.626 [10896:11896:0629/101124.625:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
